0,516,132
0,588,12
0,599,53
0,661,34
0,662,13
0,665,84
0,741,28
0,765,21
0,918,16
0,930,34
0,932,15
0,941,28
0,944,37
0,948,16
0,949,24
0,1184,17
0,1189,15
0,1265,12
0,1322,47
1,693,32
2,516,132
2,622,181
2,624,57
2,673,123
2,675,104
2,709,49
2,721,103
2,735,55
2,782,120
2,814,11
2,853,64
2,861,127
2,906,94
2,980,93
2,994,32
2,1016,77
2,1051,29
2,1074,26
2,1075,66
2,1105,25
2,1145,81
2,1171,68
2,1244,83
2,1275,25
2,1339,6
2,1340,64
2,1376,54
2,1385,24
2,1390,41
2,1402,35
2,1408,64
2,1429,51
2,1431,31
2,1432,34
2,1468,19
2,1470,50
2,1471,12
2,1472,13
2,1476,34
2,1479,35
2,1482,33
2,1484,39
2,1494,12
2,1496,12
2,1499,23
2,1520,9
2,1525,76
2,1526,22
2,1538,13
2,1543,52
2,1568,34
2,1577,22
2,1583,21
2,1585,65
2,1601,13
2,1611,23
2,1625,4
2,1626,38
2,1657,16
2,1658,12
3,622,181
3,665,84
3,666,154
3,672,133
3,673,123
3,675,104
3,697,89
3,706,79
3,714,112
3,715,129
3,719,94
3,720,125
3,721,103
3,724,66
3,726,129
3,728,148
3,734,86
3,736,128
3,740,154
3,760,96
3,763,139
3,773,176
3,776,87
3,777,100
3,779,128
3,780,144
3,781,125
3,782,120
3,789,124
3,799,80
3,801,102
3,802,82
3,803,109
3,810,90
3,818,157
3,819,93
3,821,108
3,831,121
3,833,100
3,838,62
3,839,121
3,842,110
3,846,116
3,847,132
3,849,108
3,853,64
3,870,64
3,875,112
3,876,111
3,877,106
3,890,99
3,897,176
3,906,94
3,910,92
3,959,124
3,1002,76
3,1015,16
3,1016,77
3,1034,24
3,1049,70
3,1056,90
3,1086,34
3,1094,66
3,1098,28
3,1099,70
3,1114,108
3,1127,57
3,1133,72
3,1138,77
3,1139,23
3,1140,16
3,1141,13
3,1142,21
3,1143,43
3,1145,81
3,1149,47
3,1175,38
3,1228,57
3,1230,72
3,1257,23
3,1271,66
3,1335,109
3,1340,64
3,1365,45
3,1375,36
3,1386,28
3,1477,32
3,1500,91
3,1513,74
3,1563,41
3,1586,83
3,1630,23
3,1632,114
4,908,80
4,974,43
4,989,19
4,1010,126
4,1109,64
4,1129,7
4,1149,47
4,1150,66
4,1154,59
4,1159,100
4,1178,9
4,1179,120
4,1188,14
5,516,132
5,588,12
5,595,9
5,600,33
5,603,12
5,659,10
5,661,34
5,689,9
5,773,176
5,785,39
5,813,13
5,944,37
5,1355,74
6,622,181
6,666,154
6,726,129
6,736,128
6,779,128
6,1029,52
6,1102,33
6,1585,65
6,1593,73
7,1026,71
7,1077,99
7,1184,17
7,1247,22
7,1253,11
8,991,23
8,1051,29
8,1138,77
8,1244,83
8,1323,37
8,1343,22
8,1355,74
8,1379,53
8,1400,47
8,1408,64
8,1414,27
8,1420,56
8,1423,25
8,1428,44
8,1430,34
8,1442,29
8,1443,37
8,1469,44
8,1470,50
8,1479,35
8,1481,40
8,1482,33
8,1483,30
8,1484,39
8,1485,19
8,1493,23
8,1526,22
8,1537,15
8,1575,23
8,1577,22
8,1582,24
8,1595,34
8,1604,42
8,1615,36
8,1651,24
8,1658,12
9,810,90
9,826,53
9,937,55
9,1029,52
9,1050,13
9,1054,7
9,1055,23
10,1663,30
11,523,17
11,768,38
11,1165,36
12,516,132
12,602,34
12,609,58
12,616,27
12,618,47
12,622,181
12,623,40
12,631,45
12,632,16
12,636,37
12,639,25
12,644,33
12,645,34
12,646,22
12,651,39
12,653,46
12,655,36
12,677,20
12,686,34
12,705,73
12,709,49
12,746,32
12,774,42
12,836,49
12,847,132
12,873,29
12,938,26
12,961,40
12,1035,35
12,1074,26
12,1106,73
12,1235,26
12,1283,72
12,1315,54
12,1371,30
12,1474,55
12,1514,15
12,1568,34
12,1617,58
13,1244,83
13,1323,37
13,1355,74
13,1379,53
13,1400,47
13,1420,56
13,1428,44
13,1430,34
13,1443,37
13,1575,23
14,505,31
14,832,19
14,834,11
14,1223,33
15,187,7
15,232,13
15,251,11
15,326,7
16,840,109
16,910,92
16,980,93
16,1041,9
16,1091,34
16,1100,82
16,1172,4
16,1269,18
16,1274,44
16,1315,54
16,1329,24
16,1334,9
16,1335,109
16,1362,4
16,1364,62
16,1365,45
16,1385,24
16,1410,16
16,1414,27
16,1419,15
16,1528,10
16,1535,19
16,1639,40
17,591,27
17,1142,21
17,1192,19
17,1230,72
17,1405,15
17,1441,13
17,1601,13
18,620,15
18,799,80
18,805,1
18,886,38
18,949,24
18,950,22
18,951,6
18,977,15
18,982,20
18,1004,13
18,1007,33
18,1013,12
18,1014,17
18,550,9
18,1047,7
18,1048,24
18,1050,13
18,1064,13
18,1070,33
18,1086,34
18,1123,13
18,1133,72
18,1157,53
18,1162,11
18,1174,18
18,1207,21
18,1219,16
18,1259,9
18,1266,16
18,1277,15
18,1296,48
18,1370,15
18,1372,18
18,1390,41
18,1422,29
18,1476,34
18,1530,14
18,1588,20
19,1438,25
19,1452,1
19,1454,0
19,1460,4
19,1534,30
19,1642,0
19,1643,3
19,1644,4
19,1647,4
19,1652,2
19,1654,2
19,1659,5
19,1662,7
19,1664,3
19,1665,2
20,895,75
20,908,80
21,813,13
21,841,14
21,1579,7
22,591,27
22,740,154
22,765,21
22,342,2
22,1040,10
22,1133,72
22,1142,21
23,724,66
23,726,129
23,773,176
23,831,121
23,887,96
23,897,176
23,1025,84
23,1034,24
23,1086,34
23,1094,66
23,1127,57
23,1133,72
23,1138,77
23,1149,47
23,1175,38
23,1230,72
23,1271,66
23,1281,7
23,1313,14
23,1331,19
23,1347,60
23,1353,46
23,1365,45
23,1416,4
23,1470,50
23,1495,29
23,1526,22
23,1547,59
23,1563,41
23,1565,11
23,1614,13
23,1657,16
24,632,16
24,645,34
24,655,36
24,685,27
24,707,46
24,727,62
25,1408,64
25,1420,56
25,1482,33
25,1484,39
25,1595,34
26,507,109
26,516,132
26,609,58
26,622,181
26,636,37
26,643,25
26,644,33
26,677,20
26,718,40
26,938,26
26,961,40
26,985,60
26,1016,77
26,1068,19
26,1074,26
26,1148,16
26,1171,68
26,1235,26
26,1244,83
26,1275,25
26,1293,41
26,1310,26
26,1315,54
26,1361,99
26,1364,62
26,1376,54
26,1390,41
26,1429,51
26,1431,31
26,1432,34
26,1447,37
26,1502,43
26,1508,14
26,1514,15
26,1568,34
26,1584,24
26,1617,58
26,1639,40
26,1663,30
27,990,116
27,1048,24
27,1176,1
27,1182,9
27,1201,13
27,1206,11
27,1216,13
27,1298,18
28,602,34
28,609,58
28,622,181
28,623,40
28,624,57
28,631,45
28,636,37
28,669,24
28,684,41
28,686,34
28,709,49
28,938,26
28,1016,77
28,1035,35
28,1106,73
28,1171,68
28,1235,26
28,1426,18
28,1429,51
28,1474,55
28,1568,34
29,1503,2
29,1504,3
29,1505,3
29,1571,2
30,990,116
30,1001,116
30,1031,96
30,1077,99
30,1150,66
30,1159,100
30,1179,120
30,1241,64
30,1267,40
30,1316,54
30,1324,64
30,1327,81
30,1346,102
30,1358,69
30,1458,29
30,1466,47
30,1492,54
30,1515,47
30,1525,76
30,1550,68
30,1553,36
30,1594,33
30,1550,30
31,1452,1
31,1643,3
31,1644,4
31,1647,4
32,1244,83
32,1408,64
32,1428,44
32,1484,39
32,1595,34
32,1604,42
32,1623,3
32,1624,4
33,1051,29
33,1244,83
33,1355,74
33,1408,64
33,1442,29
33,1470,50
33,1475,23
33,1476,34
33,1478,3
33,1481,40
33,1482,33
33,1483,30
33,1485,19
33,1489,18
33,1510,14
33,1526,22
33,1575,23
33,1577,22
33,1595,34
33,1597,41
33,1598,21
33,1601,13
33,1604,42
33,1615,36
33,1626,38
33,1651,24
33,1658,12
34,1323,37
34,1355,74
34,1420,56
34,1430,34
34,1470,50
34,1612,2
34,1615,36
34,1618,0
34,1624,4
34,1653,2
35,985,60
35,1075,66
35,1127,57
35,1160,10
35,1201,13
35,1235,26
35,1283,72
35,1310,26
35,1385,24
35,1390,41
35,1408,64
35,1429,51
35,1431,31
35,1432,34
35,1447,37
35,1476,34
35,1488,0
35,1496,12
35,1508,14
35,1514,15
35,1529,8
35,1530,14
35,1573,12
35,292,13
35,1657,16
36,1269,18
37,275,62
37,588,12
37,589,11
37,630,28
37,639,25
37,665,84
37,667,45
37,687,1
37,747,9
